ières,Type,Teneur en alcool,Brasserie,brasserie,localité,province,Principales bières,Production annuelle en hl,Géolocalisation
Hopjutters Triple Hop,IPA,"7,3 %",Brasserie De Graal pour la De Hopjutters,,,,,,
Hoppa Hontas,IPA,"6,5 %",Brasserie Maenhout,,,,,,
Hoppe,Pils,5 %,Brasserie Van Steenberge,,,,,,
Hopus,"Fermentation haute, Blonde dorée","8,3 %",Brasserie Lefebvre,,,,,,
Hop Verdomme IPA,Blonde,7 %,Brasserie Cornelissen pour Brasserie Kerkom,,,,,,
Horal's Oude Gueuze Mega Blend,Gueuze,7 %,"Brasserie 3 Fonteinen, Brasserie Boon, Brasserie Timmermans, Brasserie Oud Beersel, Brasserie Lindemans, Brasserie De Troch, Brasserie De Cam, Brasserie Hanssens",,,,,,
Horse Ale,,"4,5 %",InBev,,,,,,
Horst bière,"Fermentation basse, Blonde","6,5 %",Brasserie Haacht,,,,,,
Hotteuse Grand Cru,Brune,8 %,Brasserie Affligem (Heineken),,,,,,
Houblon Chouffe Dobbelen IPA Tripel,IPA,9 %,Brasserie d'Achouffe (Brasserie Duvel Moortgat),,,,,,
Hougaerdse Das,"Fermentation haute, Ambrée","5,1 %",Brasserie De Kluis (InBev),,,,,,
Houppe,Blonde blonde,7 %,Brasserie artisanale de Namur,,,,,,
Houten Kop,Spéciale,"6,5 %",Brasserie Strubbe,,,,,,
Huardis,Blanche,"5,2 %",Brasserie Nieuwhuys,,,,,,
Hypallage,"Blonde, Fermentation haute",8 %,Brasserie Oxymore,,,,,,
Ichtegem’s grand cru,,"6,5 %",Brasserie Strubbe,,,,,,
Ichtegem's Vieille brune,"Rouge-brune, Fermentation haute",5 %,Brasserie Strubbe,,,,,,
Ignis & Flamma,IPA,7 %,De Struise Brouwers par la Brasserie Deca,,,,,,
IPA,IPA,"7,9 %",Brasserie Strubbe,,,,,,
Iris,"Gueuze, Ambrée",6 %,Brasserie Cantillon,,,,,,
Irma,Fruitée,6 %,pour Vacas,,,,,,
Itters Bruin,Bière de table,"1,3 %",Brasserie Sint-Jozef,,,,,,
Jack’Ouille,Blonde,"5,5 %",Brasserie de Bouillon,,,,,,
Jack-Op,Fermentation mixte,"5,5 %",Brasserie Boon,,,,,,
Jaded Stillwater Artisanal,Ale,10 %,De Struise Brouwers par la Brasserie Deca,,,,,,
Jambe-de-Bois,Triple,8 %,Brasserie de la Senne,,,,,,
La Jamboise de Bister,Blonde,"6,5 %",Brasserie Lefebvre,,,,,,
Jan Buuc,(Bière-étiquette),"7,5 %",Brasserie Het Sas,,,,,,
Jan De Lichte,Blanche,7 %,Brasserie De Glazen Toren,,,,,,
Jan van Gent,Blonde,"5,5 %",Brasserie Liefmans,,,,,,
Jan van Oudenaarde,Blonde,8 %,Brasserie Slaapmutske,,,,,,
Jean Nicot,Triple,"8,5 %",Brasserie De Graal,,,,,,
Jeanke,Blonde,,Brasserie St. Jean,,,,,,
Jessenhofke Bruin,"Fermentation haute, Bio",7 %,De Proefbrouwerij pour la Brasserie Jessenhofke,,,,,,
Jessenhofke Maya,"Fermentation haute, Bio",6 %,De Proefbrouwerij pour la Brasserie Jessenhofke,,,,,,
Jessenhofke Tripel,"Fermentation haute, Bio, Triple",8 %,De Proefbrouwerij pour la Brasserie Jessenhofke,,,,,,
Jezuwiet,"Fermentation haute, Triple","8,5 %",Brasserie Boelens,,,,,,
Johannes,,"6,5 %",Brasserie De Graal pour Johannes,,,,,,
Joseph,"Fermentation haute, Blonde","5,4 %",Brasserie de Silenrieux,,,,,,
Joseph Bio,"Fermentation haute, Blonde","5,4 %",Brasserie de Silenrieux,,,,,,
Joup,Fermentation haute,"7,5 %",Brasserie Grain d'Orge,,,,,,
Julius,"Fermentation haute, Brune","8,7 %",Brasserie De Kluis (InBev),,,,,,
Judas,"Fermentation haute, Blonde","8,5 %",Alken-Maes (Heineken),,,,,,
Jules de Bananes,Fruitée,"4,9 %",Brasserie De Ryck,,,,,,
Jules de Kriek,"Fruitée, Rouge","4,9 %",Brasserie De Ryck,,,,,,
Jupiler,Pils,"5,2 %",Brasserie Jupiler (AB InBev),,,,,,
Jupiler Blue,"Fermentation basse, Pils","3,3 %",Brasserie Jupiler (AB InBev),,,,,,
Jupiler NA,NA,"0,5 %",Brasserie Jupiler (AB InBev),,,,,,
Jupiler New Tauro,Fermentation basse,"6,2 %",Brasserie Jupiler (AB InBev),,,,,,
Jupiler Tauro,Fermentation basse,"8,3 %",Brasserie Jupiler (AB InBev),,,,,,
Kalle,Triple,8 %,Brasserie Gulden Spoor,,,,,,
Kameleon Amber,Bio,"6,5 %",Brasserie Den Hopperd,,,,,,
Kameleon Donker,Bio,6 %,Brasserie Den Hopperd,,,,,,
Kameleon Ginseng,Bio,"6,5 %",Brasserie Den Hopperd,,,,,,
Kamil,Fermentation haute,"6,5 %",De Proefbrouwerij pour BVG,,,,,,
Kameleon Tripel,"Bio, Triple","8,5 %",Brasserie Den Hopperd,,,,,,
Kapel van Viven Blond,Blonde,"6,8 %",De Proefbrouwerij pour Beerdevelopment Viven,,,,,,
Kapel van Viven Bruin,Brune,"6,6 %",De Proefbrouwerij pour Beerdevelopment Viven,,,,,,
Kapittel Abt,Brune,10 %,Brasserie Van Eecke,,,,,,
Kapittel Blond,Blonde,"6,5 %",Brasserie Van Eecke,,,,,,
Kapittel Dubbel,Brune,"7,5 %",Brasserie Van Eecke,,,,,,
Kapittel Pater,Brune,6 %,Brasserie Van Eecke,,,,,,
Kapittel Prior,Brune,9 %,Brasserie Van Eecke,,,,,,
Kapittel Tripel Abt,Triple,10 %,Brasserie Van Eecke,,,,,,
Karlsquell,Pils,"4,6 %",Brasserie Martens,,,,,,
Kastaar,Blonde,6 %,Brasserie De Block,,,,,,
Kasteel Blond,"Blonde, Fermentation haute",7 %,Brasserie Van Honsebrouck,,,,,,
Kasteel Cuvée du Chateau,Brune,11 %,Brasserie Van Honsebrouck,,,,,,
Kasteel Donker,Brune,11 %,Brasserie Van Honsebrouck,,,,,,
Kasteel Rouge,Kriek,8 %,Brasserie Van Honsebrouck,,,,,,
Kasteel Tripel,Triple,11 %,Brasserie Van Honsebrouck,,,,,,
Kastel,Ambrée,7 %,De Proefbrouwerij pour De Kastelse bièrevereniging,,,,,,
Kastels pompoenbière,"Blanche, Saison",,De Proefbrouwerij pour De Kastelse biervereniging,,,,,,
Katje Special,"Fermentation haute, ale",6 %,Brasserie Het Sas,,,,,,
Keikoppenbière,"Blonde, Bio","6,1 %",Brasserie De Plukker,,,,,,
Keizer Karel Ropar la n Rood,Rouge,"8,5 %",Brasserie Haacht,,,,,,
Keizer Karel Goud Blond,Blonde,"8,5 %",Brasserie Haacht,,,,,,
Keizersberg,Abbaye,9 %,Brasserie Van Steenberge,,,,,,
Kempisch Vuur 3-Dubbel,Brune,"7,5 %",De Proefbrouwerij pour Brasserie Pirlot,,,,,,
Kempisch Vuur Tripel,Triple,"7,5 %",De Proefbrouwerij pour Brasserie Pirlot,,,,,,
Kerasus,Brune-rouge,"5,5 %",Brasserie Alvinne,,,,,,
Kerelsbière Donker,(Bière-étiquette),"6,4 %",Brasserie Het Sas,,,,,,
Kerelsbière Licht,(Bière-étiquette),"6,4 %",Brasserie Het Sas,,,,,,
Kerkomse Tripel,Triple,9 %,Brasserie Cornelissen pour Brasserie Kerkom,,,,,,
Kerstpater,"Fermentation haute, Bière de Noël",9 %,Brasserie Van Den Bossche,,,,,,
Kerstbie,"Brune, Bière de Noël",8 %,Brasserie De Bie,,,,,,
KerstSmiske,"Brune, Bière de Noël",11 %,Brasserie Smisje,,,,,,
Kerstvuur,Bière de Noël,8 %,De Proefbrouwerij pour la Brasserie Pirlot,,,,,,
Kessel 69,Fermentation haute,"6,9 %",Brasserie De Vlier,,,,,,
Kessel Blond,Fermentation haute,"7,5 %",Brasserie De Vlier,,,,,,
Keyte,"Blonde, Fermentation haute","7,5 %",Brasserie Strubbe,,,,,,
Keyte-Dobbel-Tripel,"Rouge, Fermentation haute","9,2 %",Brasserie Strubbe,,,,,,
Kleveretien,"Fermentation haute, Bière de Noël",10 %,De Scheldebrouwerij pour la Brasserie Het Nest,,,,,,
Klingse Kalsei,Fermentation haute,8 %,Brasserie Van Steenberge,,,,,,
Kloeke Blonde,"Fermentation haute, Ale",6 %,De Struise Brouwers,,,,,,
Klokke Roeland,Brune,11.5 %,Brasserie Van Steenberge,,,,,,
Klooster van Viven,Brune,"6,6 %",De Proefbrouwerij pour Beerdevelopment Viven,,,,,,
Koantjesbière,Fermentation haute,7 %,De Proefbrouwerij pour Vacas,,,,,,
Koekelaring,Fermentation haute,"6,5 %",Brasserie De Graal pour De Hoevebrouwers,,,,,,
Koeketiene,Triple,"8,5 %",Brasserie Maenhout,,,,,,
Koerseklakske,Fermentation haute,"5,5 %",Brasserie 't Gaverhopke,,,,,,
Korsakoff,Blonde,"6,5 %",'t Hofbrouwerijke,,,,,,
Kortrijk-d’Utsel,,"8,5 %",Brasserie Kortrijk-d’Utsel,,,,,,
Kriek Belgique,Fruitée,"3,5 %",Brasserie du Bocq,,,,,,
Kriek Boon,Lambic,"4,5 %",Brasserie Boon,,,,,,
Kriek Cantillon 100% Lambic,Lambic,"5,5 %",Brasserie Cantillon,,,,,,
Kriek De Ranke,Fruitée,"4,5 %",Brasserie De Ranke,,,,,,
Kriek de Silenrieux,Fruitée,"4,5 %",Brasserie de Silenrieux,,,,,,
Kriek Fantastiek,"Fruitée, Rouge-brune","4,9 %",Brasserie De Ryck,,,,,,
Kriek Girardin,Lambic,5 %,Brasserie Girardin,,,,,,
Kriek Jacobins,Lambic,"4,5 %",Brasserie Bockor,,,,,,
Kriek Lindemans,Lambic,"3,5 %",Brasserie Lindemans,,,,,,
Kriek Mariage Parfait,Lambic,8 %,Brasserie Boon,,,,,,
Kriekedebie,Fruitée,"4,4 %",Brasserie De Bie,,,,,,
Kriekenbier,"Fruitée, Fermentation basse",4 %,Brasserie Cornelissen,,,,,,
Kriekenbière,Fruitée,"4,5 %",Brasserie Strubbe,,,,,,
Kriek Max,Fruitée,"3,2 %",Brasserie Bockor,,,,,,
Kristoffel Blanche,Blanche,5 %,Brasserie Martens,,,,,,
Kristoffel Blonde,Blonde,6 %,Brasserie Martens,,,,,,
Kristoffel Brune,Brune,6 %,Brasserie Martens,,,,,,
Kwak,"Blonde, Fermentation haute","8,4 %",Brasserie Bosteels,,,,,,
Kwaremont,"Blonde, Fermentation haute","6,6 %",Brasserie Bavik,,,,,,
Kwets,Blanche,"6,8 %",Brasserie De Graal pour la Microbrasserie Paeleman pour Kwets vzw,,,,,,
Kwibus Blond,"Blonde, Fermentation haute","6,4 %",Brasserie Danny,,,,,,
Kwibus Donker,Fermentation haute,"6,4 %",Brasserie Danny,,,,,,
Lam Gods,"Brune, Double","6,8 %",Brasserie Van Steenberge pour la Brasserie Paeleman,,,,,,
Lambinus,"Fermentation haute, Bière au miel",8 %,De Proefbrouwerij pour Lesage,,,,,,
Lamme Goedzak,Fermentation haute,7 %,De Scheldebrouwerij,,,,,,
Lamoral Degmont,"Fermentation haute, Ambrée-blonde",8 %,Brasserie Van Den Bossche,,,,,,
Leeuw Pilsener,Pils,5 %,Brasserie Haacht,,,,,,
Leeuwse Witte,Blanche,5 %,Brasserie Affligem (Heineken),,,,,,
Leffe Blonde,"Blonde, Abbaye","6,6 %",Abbaye Notre-Dame de Leffe (AB InBev),,,,,,
Leffe Brune,"Brune, Abbaye","6,5 %",Abbaye Notre-Dame de Leffe (AB InBev),,,,,,
Leffe de Noël,"Bière de Noël, Abbaye","6,5 %",Abbaye Notre-Dame de Leffe (AB InBev),,,,,,
Leffe de Printemps,Abbaye,"6,5 %",Abbaye Notre-Dame de Leffe (AB InBev),,,,,,
Leffe Radieuse,Abbaye,"8,2 %",Abbaye Notre-Dame de Leffe (AB InBev),,,,,,
Leffe Royale,"Blonde, Abbaye","7,5 %",Abbaye Notre-Dame de Leffe (AB InBev),,,,,,
Leffe Ruby,"Fruitée, Abbaye","6,5 %",Abbaye Notre-Dame de Leffe (AB InBev),,,,,,
Leffe Triple,"Triple, Abbaye","8,4 %",Abbaye Notre-Dame de Leffe (AB InBev),,,,,,
Leffe Vieille Cuvée,Ambrée,"8,2 %",Abbaye Notre-Dame de Leffe (AB InBev),,,,,,
Leffe 9°,Fermentation haute,9 %,Abbaye Notre-Dame de Leffe (AB InBev),,,,,,
Légia Blonde,Blonde,5 %,Brasse & Vous,,,,,,
Légia La Fruitée,Fruitée,"3,5 %",Brasse & Vous,,,,,,
Légia Saison,"Saison, Ambrée",5 %,Brasse & Vous,,,,,,
Leireken Boekweit Blond,"Ambrée, Fermentation haute, Bière au sarrasin, Bio",6 %,Brasserie Strubbe pour Guldenboot nv,,,,,,
Leireken Boekweit Bruin,"Brune, Fermentation haute, Bière au sarrasin, Bio",6 %,Brasserie Strubbe pour Guldenboot nv,,,,,,
Leireken Lager Bio,"Pils, Bio","5,2 %",Brasserie Strubbe pour Guldenboot nv,,,,,,
Leireken Wilde Vruchten,"Fruitée, Fermentation haute, Bio","5,2 %",Brasserie Strubbe pour Guldenboot nv,,,,,,
Leireken Witte Spelt,"Blonde, Fermentation haute",5 %,Brasserie Strubbe pour Guldenboot nv,,,,,,
Lesage Blond,"Fermentation haute, Triple",7 %,De Proefbrouwerij pour Lesage,,,,,,
Lesage Dubbel,Fermentation haute,"7,5 %",De Proefbrouwerij pour Lesage,,,,,,
Leute Bock,"Rouge-brune, Fermentation haute","7,5 %",Brasserie Van Steenberge,,,,,,
Li Berwette,"Ambrée, Fermentation haute",8 %,Brasserie Saint-Monon pour la Confrérie du Busson,,,,,,
Li Berwette di Noyè,"Brune, Bière de Noël","8,5 %",Brasserie Saint-Monon pour la Confrérie du Busson,,,,,,
Liefmans Cuvée-Brut,Fruitée,6 %,Brasserie Liefmans,,,,,,
Liefmans Frambozenbière,Fruitée,"5,4 %",Brasserie Liefmans,,,,,,
Liefmans Fruitesse,Fruitée,"3,8 %",Brasserie Liefmans,,,,,,
Liefmans Goudenband,Brune,8 %,Brasserie Liefmans,,,,,,
Liefmans Vieille brune,Vieille brune,5 %,Brasserie Liefmans,,,,,,
Liene,"Ambrée, Triple",7 %,'t Hofbrouwerijke pour la Brasserie Het Nest,,,,,,
Lienne,Blonde,7 %,Brasserie de la Lienne,,,,,,
Lienne Brune,Brune,8 %,Brasserie de la Lienne,,,,,,
Lienne Noire,Noire,5 %,Brasserie de la Lienne,,,,,,
Liers Bière de Noël,"Ambrée, Bière de Noël",6 %,Brasserie Strubbe pour la commune de Lierre,,,,,,
Lily Blue,Fermentation haute,"7,5 %",Brasserie Sainte-Hélène,,,,,,
Limburgse Witte,Fermentation haute,5%,Brasserie Cornelissen,,,,,,
Limerick,Blonde,8 %,De Proefbrouwerij pour Bas-bieren,,,,,,
Lindemans Apple,Lambic,"3,5 %",Brasserie Lindemans,,,,,,
Lindemans Cassis,Fruitée,"3,5 %",Brasserie Lindemans,,,,,,
Lindemans Framboise,Lambic,"2,5 %",Brasserie Lindemans,,,,,,
Lindemans Kriek,Kriek,4 %,Brasserie Lindemans,,,,,,
Lindemans Pecheresse,Fruitée,"2,5 %",Brasserie Lindemans,,,,,,
Li Rècène,Fruitée,6;5 %,Brasserie Grain d'Orge,,,,,,
Liter van Pallieter,Triple,8 %,Microbrasserie Achilles,,,,,,
Living Tripel,Triple,9 %,De Proefbrouwerij,,,,,,
Livinus,"Blonde, Fermentation haute",10 %,Brasserie Van den Bossche,,,,,,
Livinus Blonde,Triple,10 %,Brasserie Van Eecke,,,,,,
Livinus Brune,Brune,9 %,Brasserie Van Eecke,,,,,,
Lokernaere,(Bière-étiquette),"5,5 %",Brasserie Het Sas,,,,,,
Loterbol 6°,Fermentation haute,6 %,Brasserie Loterbol,,,,,,
Loterbol Blond,Fermentation haute,8 %,Brasserie Loterbol,,,,,,
Loterbol Bruin,Fermentation haute,8 %,Brasserie Loterbol,,,,,,
La Loubécoise,"Brune, Fermentation haute",8 %,Brasserie d'Écaussinnes,,,,,,
Lou Pepe,Gueuze,5 %,Brasserie Cantillon,,,,,,
Louwaege Dubbel Blond,Bière de table,"1,4 %",Brasserie Louwaege,,,,,,
Louwaege Faro,Bière de table,"1,4 %",Brasserie Louwaege,,,,,,
Louwaege's Kriek,Kriek,"4,3 %",Alken-Maes (Heineken),,,,,,
Louwaege Stout,Stout,"4,8 %",Brasserie Louwaege,,,,,,
Lozen Boer,"Fermentation haute, Quadruple",10 %,De Proefbrouwerij pour la famille Neyt,,,,,,
Lucifer,"Blonde, Fermentation haute","8,4 %",Brasserie Het Anker (précédemment brassée par l Brasserie Riva et la Brasserie Liefmans),,,,,,
Lupulus Blonde,Fermentation haute,"8,5 %",Brasserie Les Trois Fourquets,,,,,,
Lupulus Brune,Triple,"8,5 %",Brasserie Les Trois Fourquets,,,,,,
Lupulus Hibernatus,"Brune, Bière de Noël",9 %,Brasserie Les Trois Fourquets,,,,,,
Lupulus Hopera,Blonde,6 %,Brasserie Les Trois Fourquets,,,,,,
Lupulus Organicus,"Blonde, Bio","8,5 %",Brasserie Les Trois Fourquets,,,,,,
Lustem,Blanche,7 %,'t Hofbrouwerijke pour De Verhuisbrouwerij,,,,,,
La Mac Vertus,Stout,"4,8 %",Brasserie Millevertus,,,,,,
Ma Mère Spéciale,Blonde,6 %,Brasserie De Leite,,,,,,
Maerlant,Triple,9 %,Brasserie Van Steenberge,,,,,,
Maes,Pils,"5,2 %",Alken-Maes (Heineken),,,,,,
Maes Nature,Bière de table,"1,5 %",Alken-Maes (Heineken),,,,,,
Maes Radler Citron,Panaché,2 %,Alken-Maes (Heineken),,,,,,
Maes Radler Citron Vert-Cactus,Panaché,2 %,Alken-Maes (Heineken),,,,,,
Maes Radler Pamplemousse,Panaché,2 %,Alken-Maes (Heineken),,,,,,
Mageleno,Blonde,"7,5 %",Huisbrouwerij Sint Canarus,,,,,,
Malheur 6,Blonde dorée,6 %,Brasserie De Landtsheer,,,,,,
Malheur 8,Blonde,8 %,Brasserie De Landtsheer,,,,,,
Malheur 10,Blonde,10 %,Brasserie De Landtsheer,,,,,,
Malheur 12,Rouge-brune,12 %,Brasserie De Landtsheer,,,,,,
Malheur Bière Brut World Classic,"Brut, Blonde",11 %,Brasserie De Landtsheer,,,,,,
Malheur Dark Brut,"Brut, Brune",12 %,Brasserie De Landtsheer,,,,,,
Malheur Cuvée Royale,"Brut, Blonde",9 %,Brasserie De Landtsheer,,,,,,
Maltosa,"Brune, Bière de table","1,2 %",Brasserie Haacht,,,,,,
Mamouche,Lambic,5 %,Brasserie Cantillon,,,,,,
Maneblusser,Blonde,6 %,Brasserie Het Anker,,,,,,
Manneke Pils,Pils,"5,2 %",Brasserie Lefebvre,,,,,,
Mano Negra,Stout,10 %,Brasserie Alvinne,,,,,,
Manten,Fermentation haute,6 %,Brasserie Gulden Spoor,,,,,,
Marckloff,Fermentation haute,"6,5 %",Brasserie La Ferme au Chêne,,,,,,
Maredsous Blond,Blonde,6 %,Brasserie Duvel Moortgat,,,,,,
Maredsous Brune,Brune,8 %,Brasserie Duvel Moortgat,,,,,,
Maredsous Triple,Triple,10 %,Brasserie Duvel Moortgat,,,,,,
Marie Blanche,Blanche,5 %,Brasserie de la Lesse,,,,,,
Margriet,(Bière-étiquette),"6,5 %",Brasserie Het Anker,,,,,,
Martens Pils,Pils,5 %,Brasserie Martens,,,,,,
Martin’s Blond,Fermentation haute,6 %,Groupe John Martin,,,,,,
Martin’s Pale Ale,Fermentation haute,"5,5 %",Groupe John Martin,,,,,,
Mater Witbier,Blanche,5 %,Brasserie Roman,,,,,,
Mc Chouffe,Brune,"8,0 %",Brasserie d'Achouffe (Brasserie Duvel Moortgat),,,,,,
Mc Thals,"Blonde, Fermentation haute","9,5 %",Brasserie DijkWaert,,,,,,
La Médiévale,"Ambrée, Fermentation haute",6 %,Brasserie de Bouillon,,,,,,
Melchior,Ambrée,11 %,Brasserie Alvinne,,,,,,
Melchior Oak Aged,,11 %,Brasserie Alvinne,,,,,,
Melse God,Blonde,"6,5 %",Brasserie Huyghe,,,,,,
Merck toch hoe sterck,Barley wine,9 %,De Scheldebrouwerij,,,,,,
La Mère Vertus,Triple,7 %,Brasserie Millevertus,,,,,,
Merveilleuse de Chèvremont,Blonde,"7,5 %",Val-Dieu,,,,,,
Métisse,Saison,"5,7 %",Brasserie de Bastogne par la Brasserie du Lion à Plume,,,,,,
Meuuh!,Blanche,"5,5 %",Brasserie Saint-Monon pour la Confrérie du Busson,,,,,,
Mistinguett,Fermentation haute,"6,5 %",Brasserie Sainte-Hélène,,,,,,
La Moche de Noël,Blonde Saison,9 %,Brasserie du Brabant,,,,,,
Modeste Bruin,"Brune, Bio","7,8 %",Brasserie Strubbe pour BioFresh,,,,,,
Modeste Tripel,"Triple, Bio","8,4 %",Brasserie Strubbe pour BioFresh,,,,,,
Moeder Overste,Blonde,8 %,Brasserie Lefebvre,,,,,,
Moinette Blonde,Blonde,8 %,Brasserie Dupont,,,,,,
Moinette Brune,Brune,"8,5 %",Brasserie Dupont,,,,,,
Moinette Biologique,"Blonde, Bio","7,5 %",Brasserie Dupont,,,,,,
Molse Tripel,Triple,"8,3 %",Scheldebrouwerij,,,,,,
La Moneuse,"Saison, Ambrée",8 %,Brasserie de Blaugies,,,,,,
La Moneuse Spéciale Noël,"Saison, Brune, Fermentation haute",8 %,Brasserie de Blaugies,,,,,,
Mongozo Banana,Fruitée,"4,5 %",Brasserie Huyghe,,,,,,
Mongozo Coconut,Fruitée,"3,5 %",Brasserie Huyghe,,,,,,
Mongozo Mango,Fruitée,"3,6 %",Brasserie Huyghe,,,,,,
Mongozo Palmnut,Fruitée,7 %,Brasserie Huyghe,,,,,,
Mongozo Premium Pilsener,"Pils, Bio",5 %,Brasserie Huyghe,,,,,,
Mongozo Quinua,Fruitée,"5,9 %",Brasserie Huyghe,,,,,,
Monk's Stout,Stout,"5,2 %",Brasserie Dupont,,,,,,
Mont-Saint-Aubert,Triple,8 %,Brasserie de Brunehaut,,,,,,
Montagnarde,Ambrée,9 %,Brasserie de l'Abbaye des Rocs,,,,,,
Montagnarde Altitude 6,Blonde,6 %,Brasserie de l'Abbaye des Rocs,,,,,,
La Moraipire,Triple,"8,5 %",Brasserie Millevertus,,,,,,
Morpheus Dark,Fermentation haute,"10,2 %",Brasserie Alvinne,,,,,,
Morpheus Extra RA,Fermentation haute,"7,1 %",Brasserie Alvinne,,,,,,
Morpheus Tripel,"Fermentation haute, Triple","8,7 %",Brasserie Alvinne,,,,,,
Morpheus Wild,Vieille brune,"5,9 %",Brasserie Alvinne,,,,,,
Mort Subite Cassis,Fruitée,"4,5 %",Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Faro,Faro,4 %,Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Framboise,Fruitée,5 %,Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Gueuze,Gueuze,"4,5 %",Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Kriek,Fruitée,"4,5 %",Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Original Gueuze,Gueuze,"4,5 %",Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Original Kriek,Fruitée,"4,5 %",Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Oude Gueuze,Gueuze,7 %,Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Oude Kriek,Kriek,"6,5 %",Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Pêche,Fruitée,"4,5 %",Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Xtreme Framboise,Fruitée,"4,3 %",Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Xtreme Kriek,Fruitée,"4,3 %",Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Xtreme Manzana,Fruitée,"4,2 %",Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Mort Subite Witte Lambic,Lambic,5 %,Brasserie Mort Subite (Alken-Maes (Heineken)),,,,,,
Motuecha,Fermentation haute,5 %,De Struise Brouwers,,,,,,
Moulin de Hollange – Blonde d’Epeautre,Fermentation haute,6 %,Brasserie Millevertus,,,,,,
Mouten Kop,IPA,6 %,Brasserie De Graal pour la De Hopjutters,,,,,,
Mug,Fermentation haute,5 %,De Scheldebrouwerij,,,,,,
Myn's Pils,Pils,5 %,Brasserie de Silly,,,,,,
Mystic Krieken,"Fermentation haute, Fruitée","3,5 %",Brasserie Haacht,,,,,,
Mystic Limoen,"Fermentation haute, Fruitée","3,5 %",Brasserie Haacht,,,,,,
Mystic Perzik,"Fermentation haute, Fruitée","3,7 %",Brasserie Haacht,,,,,,
'n Maurootje,Blonde,7 %,Brasserie Alvinne,,,,,,
'n Peerdevisscher,Brune,"6,5 %",Brasserie Strubbe,,,,,,
'n Slypke,Rouge-brune (Bière-étiquette),6 %,Brasserie Van Eecke,,,,,,
'n Toeback,Fermentation haute,"9,5 %",Scheldebrouwerij,,,,,,
Naked Ladies,Fermentation haute,"4,4 %",Brasserie Alvinne,,,,,,
Namber1,Ambrée,"6,8 %",Brasserie du Flo pour la Brasserie Gilbert,,,,,,
La Namuroise,Fermentation haute,7 %,Les Artisans Brasseurs,,,,,,
Napoleon,Brune,7 %,Brasserie Affligem (Heineken),,,,,,
Ne Flierefluiter,Triple,"8,5 %",Brasserie De Smedt pour Fisser,,,,,,
Ne Kopstoot,Fermentation haute,7 %,Brasserie de Brunehaut,,,,,,
Ne Snoeper,Triple,10 %,'t Hofbrouwerijke,,,,,,
Nello's Blond,Blonde,7 %,Brasserie De Arend,,,,,,
Nello's Tripel,Triple,,Brasserie De Arend,,,,,,
Nen Bangelijke,Blonde,8 %,Brasserie 't Pakhuis,,,,,,
Nen Biskop,Blonde,"6,4 %",Brasserie Danny pour Stichting Marcel De Bisschop,,,,,,
Nen Kerstbal,Bière de Noël,8 %,pour Vacas,,,,,,
Nen Uts,Spéciale,7 %,Brasserie De Graal pour De Hoevebrouwers,,,,,,
Netebuk,Blonde,"6,5 %",Brasserie Gulden Spoor,,,,,,
Newton,Fruitée,"3,5 %",Brasserie Lefebvre,,,,,,
N'ice Chouffe,"Blonde, Saison",10 %,Brasserie d'Achouffe (Brasserie Duvel Moortgat),,,,,,
Nivoo,Triple,7 %,Brasserie Anders! pour GIBRIT,,,,,,
Noblesse,"Fermentation haute, Blonde","5,5 %",Brasserie De Dochter van de Korenaar,,,,,,
Noblesse Extra,"Fermentation haute, IPA",7 %,Brasserie De Dochter van de Korenaar,,,,,,
Noël de Silenrieux,"Triple, Bière de Noël",9 %,Brasserie de Silenrieux,,,,,,
Noir de Dottignies,Fermentation haute,9 %,Brasserie De Ranke,,,,,,
La Noire Fontaine,Fermentation haute,8 %,Brasserie de Bouillon,,,,,,
Nondedju,Triple,"10,7 %",'t Hofbrouwerijke pour Montaigu,,,,,,
NOORderbièreke,"Fermentation haute, Blonde-ambrée","8,1 %",Brasserie Donum Ignis,,,,,,
Nostradamus,"Fermentation haute, Brune",9 %,Brasserie Caracole,,,,,,
Notre Passion,Porter,8 %,'t Hofbrouwerijke pour Montaigu,,,,,,
Nounnette,Blonde,"7,5 %",Brasserie de l'Abbaye des Rocs,,,,,,
Novice Blue,Blonde,"8,5 %",Brasserie De Landtsheer,,,,,,
Novice Black Triple,Noire,"8,5 %",Brasserie De Landtsheer,,,,,,
Nuits Blanches,,"7,5 %",Brasserie de l'Abbaye des Rocs,,,,,,
